aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,sample_refs,spec_version,tool_types,type,summary
,,,Nuclei is a fast vulnerability scanner for configurable targeted scanning based on templates.,,tool--c8cad2ac-c59a-4b68-ad57-87d8907c7e78,,"[""reconnaissance""]",,Nuclei,,,,tool,"The object contains information about a vulnerability scanner named Nuclei. The tool is described as fast and configured for targeted scanning based on templates. It is used to identify vulnerabilities in systems. 

Nuclei is classified under the label of reconnaissance, indicating its primary function is to gather information about potential security threats."
,,,Burp Suite is an integrated platform for performing web application security testing.,,tool--89763950-63e7-4efd-b6ac-7d6416115172,,"[""offensive-security""]",,Burp Suite,,,,tool,"The object contains a detailed description of Burp Suite, an integrated platform for performing web application security testing. The tool is used to identify vulnerabilities and weaknesses in web applications, allowing users to simulate attacks and test the defenses of their systems.

Burp Suite provides a comprehensive set of features and tools to aid in web application security testing, including but not limited to:

*   Vulnerability scanning
*   Fingerprinting and identification of potential targets
*   Simulation of web-based attacks, such as SQL injection and cross-site scripting (XSS)
*   Passive and active monitoring of network traffic
*   Collaboration tools for team-based testing

The tool is developed by Offensive Security, a company known for its expertise in penetration testing and vulnerability assessment. The description also mentions that Burp Suite can be used to simulate attacks on web applications, allowing users to test the defenses of their systems.

Overall, the object provides a detailed overview of Burp Suite's capabilities and features, highlighting its importance as an integrated platform for performing web application security testing."
,,,"Mimikatz is a tool for extracting plaintext passwords, hash, PIN code, and kerberos tickets from memory.",,tool--13846895-0118-433e-85d9-017f82d985c1,,"[""credential-access""]",,Mimikatz,,,,tool,"The object contains information about a tool called Mimikatz. 

Mimikatz is described as a tool used for extracting various sensitive data from memory, including plaintext passwords, hash values, PIN codes, and kerberos tickets. This implies that the tool can potentially be used to gain unauthorized access to systems or networks.

The tool is categorized under the label ""credential-access"", suggesting that its primary function is related to accessing credentials or authentication information."
,2026-01-14T06:18:23.612290Z,identity--9ef7ee0c-ef7c-c0b4-6acb-4b28748c2255,"Used by threat actors to deploy a stager for Weaxor ransomware during exploitation of the React2Shell vulnerability, enabling remote access and command-and-control capabilities.",,tool--d10440fb-0e62-3537-56f5-aa7e3d3d443f,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""command-and-control""}]",,2026-01-14T06:18:23.612290Z,Cobalt Strike,,2.1,"[""remote-access"", ""exploitation"", ""command-and-control""]",tool,"The object contains a detailed description of the Cobalt Strike tool. The tool is used by threat actors to deploy a stager for Weaxor ransomware during exploitation of the React2Shell vulnerability. This allows for remote access and command-and-control capabilities.

Cobalt Strike is classified as a tool that enables remote-access, exploitation, and command-and-control functionality. It is associated with the Mitre-Attack kill chain phase, specifically in the command-and-control phase.

Overall, Cobalt Strike plays a role in facilitating the deployment of ransomware during the exploitation of specific vulnerabilities, making it an important component of threat actor operations."
,2026-01-14T06:18:23.612372Z,identity--9ef7ee0c-ef7c-c0b4-6acb-4b28748c2255,"Exploited via CVE-2025-8110 (path traversal) to deploy Supershell malware, leveraging the legitimate Git server software as an entry point for initial access and execution of malicious payloads.",,tool--a233fc2c-03ff-ea40-754c-947cc84f91ac,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T06:18:23.612372Z,Gogs,,2.1,"[""exploitation"", ""initial-access""]",tool,"The object contains information about a tool used for exploitation purposes. The tool is named Gogs, which exploits vulnerabilities to deploy Supershell malware.

Gogs is specifically associated with the vulnerability CVE-2025-8110, a path traversal exploit that can be leveraged to gain initial access and execute malicious payloads via legitimate Git server software. This indicates that Gogs has been used in the context of an attack, utilizing the compromised Git server as an entry point.

The tool's metadata also reveals its kill chain phase association with the ""mitre-attack"" framework, specifically within the ""initial-access"" phase. This suggests that Gogs is involved in the initial stages of a potential cyber attack or exploitation scenario.

In summary, Gogs is a tool used for exploiting vulnerabilities, particularly CVE-2025-8110, to deploy Supershell malware and gain initial access. Its association with the ""mitre-attack"" framework further emphasizes its role in the early stages of an attack or exploitation scenario."
,2026-01-14T06:18:23.612427Z,identity--9ef7ee0c-ef7c-c0b4-6acb-4b28748c2255,"Abused through CVE-2025-14847 to gain unauthorized access and manipulate database contents, using the legitimate database platform for exploitation and privilege escalation.",,tool--685a5f7c-c75b-4796-f6c6-e00ccd384f01,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-14T06:18:23.612427Z,MongoDB,,2.1,"[""exploitation"", ""privilege-escalation""]",tool,"The object contains a tool used for exploiting MongoDB databases. This vulnerability was identified through CVE-2025-14847, allowing an attacker to gain unauthorized access and manipulate the database contents using the legitimate platform for exploitation and privilege escalation purposes.

The exploit targets a specific kill chain phase named ""privilege-escalation"", which is part of a broader Mitre-attack framework. This indicates that the attack aims to escalate privileges within the MongoDB system, potentially leading to further malicious activities.

The tool in question has been identified as ""MongoDB"" and falls under two categories: exploitation and privilege escalation. It is essential to note that using this tool can have severe consequences, including unauthorized access to sensitive data and potential damage to the database itself.

Overall, this tool represents a critical vulnerability that highlights the importance of prioritizing security measures when working with MongoDB databases."
,2026-01-14T06:18:23.612476Z,identity--9ef7ee0c-ef7c-c0b4-6acb-4b28748c2255,"Targeted via CVE-2025-6218 (path traversal) to execute arbitrary code or access sensitive files, abusing the legitimate archive utility for exploitation and initial access.",,tool--6dc48864-4c96-6505-8c3e-f162c2f4e8eb,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T06:18:23.612476Z,WinRAR,,2.1,"[""exploitation"", ""initial-access""]",tool,"The object contains information about a malicious tool, specifically WinRAR, which was targeted via CVE-2025-6218. This exploit allows for arbitrary code execution or access to sensitive files by abusing the legitimate archive utility.

WinRAR is identified as an exploitation and initial-access tool, indicating its purpose in facilitating unauthorized access to systems or data. The tool's description highlights its vulnerability to the path traversal attack, which enables attackers to execute malicious code or gain access to sensitive files.

The object also mentions that WinRAR was exploited to achieve initial access."
,2026-01-14T06:18:23.612540Z,identity--9ef7ee0c-ef7c-c0b4-6acb-4b28748c2255,"Exploited through CVE-2025-55182 (React2Shell) to achieve unauthenticated remote code execution, leveraging the legitimate web framework for initial access and execution of attacker-controlled code.",,tool--5a8a23e3-9322-0aa0-cc66-048ebe7594e8,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T06:18:23.612540Z,React Server Components,,2.1,"[""exploitation"", ""initial-access""]",tool,"The object contains a detailed description of a security vulnerability related to the React Server Components. 

The issue was exploited through CVE-2025-55182 (React2Shell), which allowed for unauthenticated remote code execution. The attackers leveraged the legitimate web framework for initial access and the execution of their own, attacker-controlled code.

This vulnerability falls under the categories of exploitation and initial-access tools."
,2026-01-14T06:18:23.612600Z,identity--9ef7ee0c-ef7c-c0b4-6acb-4b28748c2255,"Abused via CVE-2025-20393 to deploy AquaShell, AquaPurge, and AquaTunnel malware, using the legitimate email gateway for exploitation and initial access.",,tool--ec9399a5-c2f2-00a8-9244-96c708480c34,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T06:18:23.612600Z,Cisco Secure Email Gateway,,2.1,"[""exploitation"", ""initial-access""]",tool,"The object contains a vulnerability report for the Cisco Secure Email Gateway tool. The tool was exploited via a vulnerability identified as CVE-2025-20393, which allowed attackers to deploy malicious software including AquaShell, AquaPurge, and AquaTunnel malware. The exploit utilized the legitimate email gateway as an entry point for initial access.

The object provides detailed information on the attack vector, indicating that it falls under the ""initial-access"" phase of the MITRE Attack Framework. This suggests that the primary goal of the attack was to gain initial access into the system or network protected by the Cisco Secure Email Gateway."
,,,"Legitimate drivers with vulnerabilities (e.g., NVIDIA.exe, BdApiUtil64.sys) abused to gain kernel-level access and terminate security processes.",,tool--1e1e9f31-1524-4154-8bb9-62246a5e9d4f,,"[""BYOVD"", ""driver"", ""defense evasion""]",,BYOVD Driver Tool,,,,tool,"The object contains information about a threat tool known as BYOVD Driver Tool. This tool is used by legitimate drivers with vulnerabilities to gain kernel-level access and terminate security processes.

The tool exploits weaknesses in specific driver applications such as NVIDIA.exe and BdApiUtil64.sys, allowing attackers to bypass security measures and carry out malicious activities. 

The tool's label indicates that it falls under the categories of ""BYOVD"", ""driver"", and ""defense evasion""."
,,,Used for adding paths to Microsoft Defender exclusions and executing malicious commands for persistence and evasion.,,tool--425209fb-8a2a-4372-88ca-7da5a3e612e1,,"[""PowerShell"", ""defense evasion"", ""persistence""]",,PowerShell,,,,tool,"The object contains information about a tool used for malicious activities. This tool is specifically identified as PowerShell. It is described as being utilized for adding paths to Microsoft Defender exclusions and executing commands that enable persistence and evasion of detection.

In the context of its functions, it falls under several labels including ""PowerShell,"" ""defense evasion,"" and ""persistence."" These categories highlight its capacity to evade security mechanisms while providing a means to persist in systems undetected."
,,,Tool used to bypass UAC protections and execute privileged operations.,,tool--b23c4594-e8d8-4c5b-bf78-73e2ff1d8bd4,,"[""UAC bypass"", ""privilege escalation""]",,bypass.exe,,,,tool,"The object contains information about a tool used for bypassing User Account Control (UAC) protections to execute privileged operations. The tool's name is ""bypass.exe"" and its description is provided, stating that it is used to circumvent UAC restrictions.

The tool has specific labels associated with it, including ""UAC bypass"" and ""privilege escalation"", indicating its intended use for gaining unauthorized access to systems."
,,,"Antiy's detection tool for SwimSnake malware, available at https://vs2.antiy.cn for scanning and remediation.",,tool--3a4ccf9a-6da6-4c99-bdab-10b625db11ed,,"[""detection tool"", ""SwimSnake"", ""Antiy""]",,Antiy 专项排查工具,,,,tool,"The object contains a detailed representation of an Antiy detection tool for SwimSnake malware. The tool is available for scanning and remediation at a specific URL.

Here's a summary of the key information:

- The tool is designed specifically to detect SwimSnake malware.
- It is created by Antiy, a known organization in the field of cybersecurity.
- The tool is used as a detection tool, meaning its primary function is to identify and alert on potential threats.
- It has been labeled with several categories, including ""detection tool"", ""SwimSnake"", and ""Antiy"".
- There is no publicly available information about when this tool was created or modified.
- The external reference for the tool is not provided.
- When scanning for malware using this tool, users can access it at a specific URL."
,,,"MSIXBuilder is an automated solution for security teams to create, test, and validate detection coverage against MSIX-based attacks without the risk of deploying live malware. It supports both command-line and GUI interfaces, and can generate signed and unsigned MSIX packages.","[{""source_name"": ""GitHub"", ""url"": ""https://github.com/MHaggis/MSIXBuilder""}]",tool--c7295699-6bb7-4e84-8571-840d08234892,,"[""defensive"", ""testing"", ""simulation""]",,MSIXBuilder,,,,tool,"The object contains information about a tool called MSIXBuilder. The tool is described as an automated solution for security teams to create, test, and validate detection coverage against MSIX-based attacks without the risk of deploying live malware.

MSIXBuilder supports both command-line and GUI interfaces, allowing users to generate signed and unsigned MSIX packages with ease. This feature enables security teams to securely create and test tools in a controlled environment, reducing the risk of deploying malicious software.

The tool has several key benefits, including its ability to provide automated detection coverage against MSIX-based attacks. This means that security teams can quickly and easily identify potential threats without having to manually inspect each package.

Additionally, MSIXBuilder is accessible through both command-line and GUI interfaces, making it a versatile tool for security professionals. Its flexibility allows users to choose the interface that best suits their needs, whether they prefer a more hands-on approach or a more streamlined experience.

Overall, MSIXBuilder appears to be a valuable resource for security teams looking to enhance their detection capabilities against MSIX-based attacks."
,2026-01-13T14:10:10.175996Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"Used for fileless HTA execution, mshta.exe is abused to run malicious HTML Application code in memory, enabling stealthy delivery and execution of the RAT payload without dropping files to disk.",,tool--5f49b464-48d8-0275-93aa-b461e6b87dcf,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.175996Z,mshta.exe,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains information about the mshta.exe tool, a malicious executable file used for stealthy delivery and execution of a Remote Access Trojan (RAT) payload. It is identified by its alias as nan, which indicates that it does not have an official name.

The tool was created on January 13, 2026, at 14:10:10 UTC, with the reference 'identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e'. 

Mshta.exe is used to run malicious HTML Application code in memory, allowing for stealthy delivery and execution of a RAT payload without dropping files to disk. This technique is utilized for fileless HTA (HTML Application) execution, making it difficult to detect.

The tool has been associated with the kill chain phase ""mitre-attack"" during the ""execution"" phase. 

In terms of classification, mshta.exe falls under the categories of ""execution"" and ""defense-evasion"". The tool type is specified as ""tool--5f49b464-48d8-0275-93aa-b461e6b87dcf""."
,2026-01-13T14:10:10.176394Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"The modular RAT is capable of executing PowerShell scripts, allowing attackers to run arbitrary code, automate tasks, and evade detection within developer environments.",,tool--2f2d399f-0ea8-8448-59fe-5514b304733b,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.176394Z,PowerShell,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains information about a tool called PowerShell, which is a modular Remote Access Trojan (RAT). This RAT is capable of executing PowerShell scripts, allowing attackers to run arbitrary code, automate tasks, and evade detection within developer environments. It can be categorized under the kill chain phases as ""execution"". The tool is classified under two types: execution and defense-evasion."
,2026-01-13T14:10:10.176579Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"GitHub repositories are abused as delivery platforms, with attackers disguising malicious code as legitimate open-source projects to trick developers into downloading and executing the payload.",,tool--bf215181-b514-0522-137b-3d4f6b73544a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""resource-development""}]",,2026-01-13T14:10:10.176579Z,GitHub,,2.1,"[""resource-development"", ""initial-access"", ""command-and-control""]",tool,"The object contains information about a specific threat actor or attack vector, specifically related to GitHub. The data reveals that malicious actors are exploiting GitHub repositories as delivery platforms for their malicious payloads.

The attackers disguise their malicious code as legitimate open-source projects, tricking developers into downloading and executing the payload. This tactic is used to trick victims into unknowingly executing the malicious code, thereby allowing the attackers to gain access to the compromised system.

The tool associated with this threat actor is identified as ""GitHub"", which falls under multiple categories of attack types including resource development, initial access, and command-and-control."
,2026-01-13T14:10:10.176735Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"The RAT can execute Python scripts, leveraging the interpreter to run malicious code and loader stubs under the guise of legitimate developer utilities.",,tool--23eeeb43-47bd-d26b-fc6b-7ee9a3b755dd,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.176735Z,Python,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains a detailed specification of a specific threat tool identified as ""Python"". This tool is categorized under the type ""tool"" and further sub-classified into two categories: ""execution"" and ""defense-evasion"".

The Python tool is capable of executing Python scripts, utilizing the interpreter to run malicious code and loader stubs under the guise of legitimate developer utilities. This suggests that the tool can be used for nefarious purposes, such as spreading malware or launching attacks.

Furthermore, the tool's kill chain phases are documented, specifically mentioning the ""mitre-attack"" phase with a sub-phase name of ""execution"". This indicates that the Python tool is involved in the execution stage of an attack.

Additionally, the tool's labels and external references are not specified, which may indicate a lack of additional information about this particular threat."
,2026-01-13T14:10:10.177740Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"Lightweight JavaScript loader stubs are used to initiate the RAT, blending into developer workflows and evading detection by appearing as harmless scripts.",,tool--de9b9ed7-8d7e-2e1d-ceef-fee780e2f919,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.177740Z,JavaScript,,2.1,"[""execution"", ""defense-evasion""]",tool,"The object contains a detailed description of a specific tool used by attackers to evade detection. The tool is identified as 'JavaScript' and is classified under the categories of 'execution' and 'defense-evasion'. 

Lightweight JavaScript loader stubs are utilized to initiate a Remote Access Trojan (RAT), allowing it to blend seamlessly into developer workflows while appearing harmless scripts. This tactic enables the RAT to evade detection by security systems, making it challenging for defenders to identify the malicious activity.

The tool's characteristics include the ability to mask itself as a legitimate script, thereby avoiding traditional security controls that rely on signature-based detection. The use of JavaScript loader stubs makes it difficult to detect and remove the RAT from an infected system.

In terms of its kill chain phase, the 'JavaScript' tool is used in conjunction with the ""mitre-attack"" framework during the ""execution"" phase. This indicates that the tool is employed when the attacker executes malicious code on a compromised system, allowing them to maintain control over the compromised machine.

Overall, the JavaScript tool represents a sophisticated example of defense-evasion tactics employed by attackers to bypass traditional security controls and remain undetected within an organization's networks."
,2026-01-13T14:10:10.178018Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"The modular RAT can execute legitimate EXE files, which may be abused to run malicious payloads or further loader components within the victim environment.",,tool--53b65b2b-1ef0-4eb5-f6ce-1a346727b020,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.178018Z,EXE (Windows Executable),,2.1,"[""execution""]",tool,"The object contains information about a specific type of tool known as an EXE (Windows Executable). This tool is described as a modular RAT (Remote Access Trojan) that can execute legitimate EXE files. The potential for abuse lies in its ability to run malicious payloads or further loader components within the victim's environment.

Key details include:

- It has been created on January 13, 2026, and last modified on the same day.
- The tool belongs to a specific identity with the reference 'identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e'.
- There are no aliases associated with this tool due to empty values in the 'aliases' field.
- External references are not available or documented for this tool.
- It is categorized under the ""mitre-attack"" kill chain phase, specifically within the execution phase.

Overall, the EXE (Windows Executable) is a modular RAT capable of executing legitimate files while posing risks through its potential to run malicious payloads."
,2026-01-13T14:10:10.178171Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"The RAT is capable of running DLL files, allowing attackers to inject or load malicious code through legitimate Windows library mechanisms.",,tool--ba02a8fa-f004-fe52-48b9-14db81261d9c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.178171Z,DLL (Dynamic Link Library),,2.1,"[""execution""]",tool,"The object contains information about a specific ""DLL (Dynamic Link Library)"" tool. The tool is capable of running DLL files, allowing attackers to inject or load malicious code through legitimate Windows library mechanisms.

The tool's creation was attributed to the identity 'identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e' on January 13, 2026. It is classified as a ""tool"" and falls under the category of ""execution"".

The tool has been linked to various kill chain phases, with one notable phase being the ""mitre-attack"" execution phase. This suggests that the tool can be used to execute malicious code.

The description provided highlights the potential threat posed by this tool, emphasizing its ability to allow attackers to inject or load malicious code through legitimate Windows library mechanisms."
,2026-01-13T14:10:10.178321Z,identity--e252f5a8-e4f8-4d1f-127d-fc319194e55e,"MSI files are executed by the RAT, enabling attackers to install or deploy additional payloads under the guise of legitimate software installation routines.",,tool--a656dfc1-eea2-563b-c12c-26a95415f5be,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-13T14:10:10.178321Z,MSI (Microsoft Installer),,2.1,"[""execution""]",tool,"The object contains information about the MSI (Microsoft Installer) tool. It is described as a RAT (Remote Access Trojan) that enables attackers to install or deploy additional payloads under the guise of legitimate software installation routines.

MSI files are specifically mentioned as being executed by this RAT, allowing attackers to further compromise systems by deploying malicious payloads alongside seemingly innocuous software updates. 

The object's labels and kill chain phases suggest it fits into the MITRE ATT&CK framework, with its ""execution"" phase indicating that this tool is used in the early stages of a cyber attack."
,2026-01-18T18:51:31.117099Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"Attackers can abuse kubectl to interact with the Kubernetes API server, modify cluster configurations, enumerate resources, and execute commands within containers after gaining access to a cluster or credentials.",,tool--0f12ee5c-9f1d-d901-5858-0f1c292b0d37,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-18T18:51:31.117099Z,kubectl,,2.1,"[""remote-access"", ""information-gathering"", ""exploitation""]",tool,"The object contains a Kubernetes tool known as ""kubectl"" which can be used by attackers to interact with the Kubernetes API server. This allows for modifications to cluster configurations, enumeration of resources, and execution of commands within containers after gaining access to a cluster or credentials. The tool is categorized under three types: remote-access, information-gathering, and exploitation."
,2026-01-18T18:51:31.117187Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"Malicious actors can use etcdctl to directly access and manipulate the etcd key-value store, potentially extracting secrets, service account tokens, or modifying cluster state for privilege escalation or persistence.",,tool--9fecae9d-dc56-cc36-8ceb-64850611e7bf,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""credential-access""}]",,2026-01-18T18:51:31.117187Z,etcdctl,,2.1,"[""information-gathering"", ""credential-exploitation"", ""exploitation""]",tool,"The object contains a malicious tool named etcdctl. It is described as a potential threat where attackers can use it to directly access and manipulate the etcd key-value store, which could lead to privilege escalation or persistence. This tool falls under three categories of threat types: information-gathering, credential-exploitation, and exploitation."
,2026-01-18T18:51:31.117239Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"etcdutl can be leveraged to interact with etcd for backup, restore, and direct data manipulation, which attackers may use to exfiltrate sensitive data or alter cluster state.",,tool--c7c1d7b6-819d-7256-038e-4c27fd390a3c,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""collection""}]",,2026-01-18T18:51:31.117239Z,etcdutl,,2.1,"[""information-gathering"", ""exploitation""]",tool,"The object contains a detailed description of the 'etcdutl' tool, which is a malicious tool used to interact with etcd for various nefarious purposes. Etcdutl can be utilized by attackers to back up and restore data, manipulate cluster state, or exfiltrate sensitive information.

Etcdutl's primary function allows it to leverage etcd capabilities to facilitate attacks, such as:

- Backup: Enabling attackers to create backups of sensitive data for later exploitation.
- Restore: Allowing attackers to restore compromised data, potentially leading to further malicious activities.
- Direct data manipulation: Permitting attackers to alter cluster state and compromise the integrity of the system.

This tool is classified under two categories of attack types:

1. Information gathering
2. Exploitation

Etcdutl's metadata includes a specific timestamp, which indicates when it was created, and a reference to its creator identity. However, these fields are not essential to understanding the tool's purpose or functionality."
,2026-01-18T18:51:31.117289Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"microk8s, a legitimate Kubernetes deployment tool, can be abused by attackers to deploy malicious workloads, escalate privileges, or manipulate cluster configuration if they gain access to the host.",,tool--b4cffed0-92eb-2261-677e-6f35f1797ab5,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-18T18:51:31.117289Z,microk8s,,2.1,"[""exploitation"", ""privilege-escalation""]",tool,"The object contains information about a tool called microk8s. Microk8s is a legitimate Kubernetes deployment tool that can be abused by attackers for malicious purposes. If an attacker gains access to the host, they can deploy malicious workloads, escalate privileges, or manipulate cluster configuration. This highlights the potential risks associated with using popular tools like microk8s without proper security measures in place."
,2026-01-18T18:51:31.117336Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"minikube, typically used for local Kubernetes cluster setup, may be abused by attackers to create isolated environments for testing malicious configurations or persistence mechanisms.",,tool--054358ce-fa61-ead5-9519-90079af92856,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-18T18:51:31.117336Z,minikube,,2.1,"[""exploitation"", ""persistence""]",tool,"The object contains information about the Minikube tool. The tool is typically used for setting up local Kubernetes clusters but can be exploited by attackers to create isolated environments for testing malicious configurations or persistence mechanisms. 

Minikube's primary function allows it to be used for creating isolated environments, which could potentially be abused."
,2026-01-18T18:51:31.117383Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"K3s, a lightweight Kubernetes distribution, can be exploited by attackers to quickly deploy and control clusters for malicious purposes, including lateral movement or persistence.",,tool--8adf56ad-116b-e901-bc1c-46fc138f5e35,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-18T18:51:31.117383Z,K3s,,2.1,"[""exploitation"", ""persistence""]",tool,"The object contains information about a tool used for malicious purposes, specifically the K3s lightweight Kubernetes distribution. K3s can be exploited by attackers to quickly deploy and control clusters for nefarious activities, including lateral movement or persistence.

Key details about this threat include its description as a ""lightweight Kubernetes distribution"" that can be leveraged for exploitation. The tool falls under two categories: ""exploitation"" and ""persistence"", indicating its ability to facilitate malicious operations by enabling attackers to quickly deploy and maintain clusters."
,2026-01-18T18:51:31.117429Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"kubeadm, used for initializing and managing Kubernetes clusters, can be abused to reconfigure clusters, add rogue nodes, or alter cluster state if attackers gain administrative access.",,tool--739b7458-33fb-c0b3-6022-a8c61e5a2825,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""privilege-escalation""}]",,2026-01-18T18:51:31.117429Z,kubeadm,,2.1,"[""exploitation"", ""privilege-escalation""]",tool,"The object contains information about a Kubernetes tool called ""kubeadm"". It is used for initializing and managing Kubernetes clusters. However, this tool can be abused if an attacker gains administrative access, allowing them to reconfigure clusters, add rogue nodes, or alter cluster state. The tool has been identified as having the potential for privilege escalation."
,2026-01-18T18:51:31.117503Z,identity--40e30188-5929-89cc-8dba-dcd0fce6a28a,"Attackers can abuse kubelet to execute commands in containers, access sensitive data, or manipulate workloads running on nodes after compromising credentials or exploiting misconfigurations.",,tool--703e9c64-0b9e-3ea6-30f6-687938e43c9a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,2026-01-18T18:51:31.117503Z,kubelet,,2.1,"[""remote-access"", ""exploitation""]",tool,"The object contains information about a tool called ""kubelet"". This tool is related to Kubernetes and has the potential to be used for malicious purposes by attackers. Specifically, kubelet can be exploited to execute commands in containers, access sensitive data, or manipulate workloads running on nodes.

The tool's primary attack vector is through credentials compromise or misconfiguration exploitation, allowing attackers to gain unauthorized access to a node. This could potentially lead to further attacks within the Kubernetes cluster, including remote access and exploitation of vulnerabilities.

Kubelet itself does not have any aliases, external references, labels, or sample references. It has a Mitre ATT&CK kill chain phase associated with it, indicating that it is involved in the ""execution"" phase of an attack.

The tool's characteristics include being classified as both a remote-access and exploitation tool. The object also includes a description of how kubelet can be used by attackers to further their malicious goals within the Kubernetes cluster."
,,,A TCP Pivot implant variant of Sliver used by attackers for lateral movement and post-exploitation in Linux environments.,"[{""source_name"": ""GitHub"", ""url"": ""https://github.com/BishopFox/sliver/wiki/Pivots/d87b3e15111e7be50dd885be966c35bca629c626#tcp-pivots""}]",tool--835f9683-0d56-4bb4-be5d-2747590ee778,,"[""Sliver"", ""TCP Pivot"", ""lateral movement"", ""post-exploitation""]",,Sliver TCP Pivot Implant,"[""file--ba41f0c7ea36cefe7bc9827b3cf27308362a4d07a8c97109704df5d209bce191""]",,"[""remote access"", ""pivoting""]",tool,"The object contains information about a TCP Pivot implant variant of Sliver, a tool used by attackers for lateral movement and post-exploitation in Linux environments. 

Sliver is described as a TCP Pivot implant variant that allows attackers to move laterally within a network and perform post-exploitation activities on Linux systems. The tool uses pivoting techniques to establish a temporary connection between two points in the network, enabling attackers to maintain a persistent presence in the compromised environment.

The tool's metadata includes its labels, which include ""Sliver"", ""TCP Pivot"", ""lateral movement"", and ""post-exploitation"". These labels suggest that Sliver is a type of attack or exploit designed for lateral movement within Linux environments. 

Additionally, the object contains information about the tool's usage and behavior, including references to GitHub documentation and a specific sample reference (""file--ba41f0c7ea36cefe7bc9827b3cf27308362a4d07a8c97109704df5d209bce191""). 

Overall, the object provides valuable information about Sliver TCP Pivot Implant, highlighting its characteristics and potential threat to Linux environments."
