aliases,created,created_by_ref,description,external_references,id,kill_chain_phases,labels,modified,name,object_marking_refs,spec_version,type,x_mitre_detection,x_mitre_id,x_mitre_permissions_required,x_mitre_platforms,x_mitre_tactic_type,summary
,2026-01-19T21:44:42.612683Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"The attacker conducted extensive reconnaissance by mining social platforms for personal and professional information about targeted employees. They also repeatedly called help desks to probe for the types of verification questions asked, allowing them to prepare accurate responses for future impersonation attempts. This dual approach enabled the attacker to gather the necessary data to defeat authentication challenges and improve the success rate of social engineering attacks.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1592/"", ""external_id"": ""T1592""}]",attack-pattern--312336dc-c970-4e61-0c59-1f041bbf93a0,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-19T21:44:42.612683Z,Reconnaissance via Social Media and Repeated Help Desk Probing,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern titled 'Reconnaissance via Social Media and Repeated Help Desk Probing'. The attacker conducted extensive reconnaissance by mining social platforms for personal and professional information about targeted employees. They also repeatedly called help desks to probe for the types of verification questions asked, allowing them to prepare accurate responses for future impersonation attempts.

This dual approach enabled the attacker to gather the necessary data to defeat authentication challenges and improve the success rate of social engineering attacks. The attack pattern is categorized under 'mitre-attack' and falls under the 'reconnaissance' phase.

The information provided includes details about the attacker's methods, including:

* Conducting extensive reconnaissance by mining social platforms for personal and professional information about targeted employees.
* Repeatedly calling help desks to probe for the types of verification questions asked.

The attack pattern is further linked to a specific Mitre Attack ID (T1592) and a source name from 'mitre-attack'. This suggests that the attack pattern is part of a broader framework for categorizing and analyzing security threats."
,2026-01-19T21:44:42.612807Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"To establish persistence, the attacker registered an external email address as an authentication method for a service account within the victim's Azure AD environment. This allowed them to maintain long-term access to the environment, even if other compromised credentials were reset or revoked. By adding an attacker-controlled email to the authentication flow, the threat actor ensured they could regain access at any time, demonstrating a sophisticated approach to persistence in cloud identity systems.",,attack-pattern--6eda9fd0-5410-e018-bb35-8df9d673ec26,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}]",,2026-01-19T21:44:42.612807Z,External Email Registration for Persistent Access,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern called ""External Email Registration for Persistent Access"". This attack pattern involves registering an external email address as an authentication method for a service account within a victim's Azure AD environment.

To establish persistence, the attacker exploits this vulnerability by registering an external email address that they control. This allows them to maintain long-term access to the environment even if other compromised credentials are reset or revoked. By adding this controlled email to the authentication flow, the threat actor can regain access at any time.

This attack pattern demonstrates a sophisticated approach to persistence in cloud identity systems, showcasing the attacker's ability to maintain a backdoor within the environment without relying on short-lived credentials. The use of an external email address as an authentication method provides a persistent entry point for the attacker, enabling them to re-establish access to the compromised credentials if they are lost or revoked.

The attack pattern is categorized under the Mitre Attack framework and falls under the ""persistence"" phase. This classification highlights the persistence aspect of the attack, emphasizing that the attacker has established a long-term presence within the environment."
,2026-01-19T21:44:42.612870Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"Once authenticated into the payroll system, the attacker compromised multiple employee accounts to access sensitive payroll information. They then modified direct-deposit details for several individuals, redirecting paychecks into bank accounts under their control. The use of valid credentials and legitimate MFA devices allowed the attacker’s activity to blend in with normal operations, delaying detection until employees reported missing paychecks. This technique represents targeted manipulation of financial systems for direct monetary gain.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1565/001/"", ""external_id"": ""T1565.001""}]",attack-pattern--f676f841-b96b-b1b2-b760-7488b2883e97,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""impact""}]",,2026-01-19T21:44:42.612870Z,Payroll System Account Compromise and Financial Data Manipulation,,2.1,attack-pattern,,,,,,"The object contains information about a cyber attack pattern, specifically ""Payroll System Account Compromise and Financial Data Manipulation"". The attack involves compromising multiple employee accounts within the payroll system to access sensitive financial information. 

Once authenticated into the system, the attacker can manipulate direct-deposit details for several individuals, redirecting paychecks into bank accounts under their control. This technique allows attackers to blend in with normal operations until employees report missing paychecks, thus delaying detection.

The attack is classified as targeted manipulation of financial systems for direct monetary gain. The attacker's ability to use valid credentials and legitimate MFA devices adds to the stealthiness of the attack, making it challenging to identify.

The attack pattern is documented in the Mitre Attack database (T1565/001) and corresponds to a specific technique used by attackers to compromise payroll systems and steal funds."
,2026-01-19T21:44:42.612956Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"The attacker ensured that their actions—such as modifying payroll details and accessing sensitive accounts—were performed using valid credentials and MFA devices that appeared legitimate. This allowed their activity to blend seamlessly with normal business operations, making it difficult for automated security controls to detect the fraud. The incident was only discovered after employees reported missing paychecks, highlighting the effectiveness of this stealthy approach.",,attack-pattern--c224aaf0-db5f-8b44-81e9-800aef6180ba,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-19T21:44:42.612956Z,Blending Malicious Activity with Normal Operations,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern known as ""Blending Malicious Activity with Normal Operations"". This attack pattern was identified on January 19th, 2026, at 21:44:42 UTC, and it is attributed to the identity '2eea17fb-acdd-306b-fa6b-85864c3dbc41'. 

The attacker successfully blended their malicious activity with normal business operations by using valid credentials and MFA devices that appeared legitimate. This approach allowed them to avoid detection by automated security controls, making it difficult for organizations to identify the fraud until employees reported missing paychecks.

This attack pattern is categorized under the MITRE-Attack framework and falls under the ""Defense-Evasion"" phase. The attacker used this tactic to evade security controls and remain undetected, highlighting the importance of human oversight in detecting such malicious activities."
,2026-01-19T21:44:42.613039Z,identity--2eea17fb-acdd-306b-fa6b-85864c3dbc41,"The attacker repeatedly called help desks to test and learn the types of verification questions used for authentication. By doing so, they were able to refine their social engineering tactics and gather the necessary information to successfully impersonate employees. This iterative probing increased the likelihood of bypassing help desk security measures and facilitated subsequent unauthorized account access.",,attack-pattern--593c0c3b-780d-4848-582b-dd99f673fe2a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""reconnaissance""}]",,2026-01-19T21:44:42.613039Z,Repeated Probing of Help Desk Verification Procedures,,2.1,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern known as ""Repeated Probing of Help Desk Verification Procedures"". This attack pattern involves an attacker repeatedly calling help desks to test and learn the types of verification questions used for authentication.

The attacker's tactics involved refining their social engineering techniques by gathering information on the types of questions used to verify employee identities. By doing so, they were able to increase their chances of bypassing security measures and gaining unauthorized access to accounts.

This attack pattern is categorized under the MITRE ATT&CK framework, specifically in the reconnaissance phase. The iterative probing carried out by the attacker facilitated the collection of necessary information, ultimately leading to successful impersonation of employees.

The attack pattern highlights the importance of robust security measures in place for help desk verification procedures, including regular updates and monitoring to prevent such social engineering tactics from being effective."
,,,"Compromised NPM packages execute malicious code during the preinstall phase, enabling credential harvesting and persistence.","[{""source_name"": ""SentinelOne"", ""url"": ""https://www.sentinelone.com/wp-content/uploads/2025/11/sha1-hulud2_0-1-scaled.jpg""}]",attack-pattern--30a6c736-9d22-4cca-89d3-d237a896c73a,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}, {""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,,NPM Preinstall Supply Chain Attack,,,attack-pattern,,,,,,"The object contains information about a type of attack-pattern known as the NPM Preinstall Supply Chain Attack. This attack involves compromised NPM packages that execute malicious code during the preinstall phase, allowing attackers to harvest credentials and persist on the affected system.

The attack-pattern is characterized by its initial access through the use of compromised NPM packages, which are then used to execute malicious code as part of the preinstall process. This allows attackers to gain control over the system and steal sensitive information such as login credentials.

The attack-pattern also exhibits persistence capabilities, allowing it to remain on the affected system even after the initial compromise has been resolved. This persistence enables attackers to continue exploiting the compromised system for malicious purposes.

SentinelOne is one of the external references that provide further information about this attack-pattern. The reference includes an image illustrating the impact of this type of attack.

In terms of its relationship with other attack-patterns, the NPM Preinstall Supply Chain Attack falls under two specific kill-chain phases: ""initial-access"" and ""execution"". This indicates that the attack-pattern is designed to facilitate initial access into a system and then execute malicious code as part of the preinstall process."
,,,"Harvests AWS, Azure, and GCP secrets from compromised development environments for lateral movement and further compromise.",,attack-pattern--d68846b4-daeb-41bb-9c7a-a1c04fc67141,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""credential-access""}, {""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""lateral-movement""}]",,,Credential Harvesting from Cloud Providers,,,attack-pattern,,,,,,"The object contains information about an attack pattern known as ""Credential Harvesting from Cloud Providers"". This attack pattern involves harvesting secrets from compromised development environments on AWS, Azure, and GCP platforms to facilitate lateral movement and further compromise.

The attack pattern is categorized under two phases: ""credential-access"" and ""lateral-movement"", both of which are part of the MITRE Attack framework. The description provided highlights the potential for attackers to exploit vulnerable cloud environments to access sensitive information and execute subsequent attacks.

Key details about this attack pattern include its name, type (attack-pattern), and external references. However, no specific data is available regarding the creators, timestamps, or other metadata associated with this pattern."
,,,"Establishes persistence by creating a malicious workflow file (discussion.yaml) in .github/workflows, allowing remote code execution triggered by crafted GitHub discussions.",,attack-pattern--de217be7-d5fe-4416-a371-4ea4b1b9d77e,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""persistence""}, {""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""execution""}]",,,Persistence via Malicious GitHub Actions Workflow,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern, specifically Persistence via Malicious GitHub Actions Workflow. This attack pattern establishes persistence by creating a malicious workflow file (discussion.yaml) in .github/workflows, allowing remote code execution triggered by crafted GitHub discussions.

The attack pattern involves the creation of a malicious workflow file that can execute arbitrary commands on a victim's system. The malware is designed to be triggered by a specific type of GitHub discussion, making it difficult for victims to detect and remove the threat.

The kill chain phases associated with this attack pattern are persistence and execution. Persistence refers to the initial phase where the attacker establishes a foothold in the victim's system, while execution refers to the final phase where the malware executes its malicious payload.

The attack pattern is categorized as a type of attack that leverages GitHub discussions to gain access to systems. It does not require any specific permissions or platforms, making it accessible to a wide range of attackers.

In summary, Persistence via Malicious GitHub Actions Workflow is an attack pattern that utilizes crafted GitHub discussions to establish persistence and execute malicious code on a victim's system."
,,,Threat actors use sponsored Google search results to redirect users to malicious LLM shared chats containing obfuscated commands and links to payloads.,"[{""source_name"": ""Miguel Twitter"", ""description"": ""Observed as initial infection vector in Shamus campaign.""}]",attack-pattern--1ec929df-39e1-434a-a5d7-5d05a575dba6,,,,Malvertising via Sponsored Search Results,,,attack-pattern,,,,,,"The object contains information related to an attack pattern called ""Malvertising via Sponsored Search Results"". This attack pattern involves threat actors using sponsored Google search results to redirect users to malicious LLM shared chats containing obfuscated commands and links to payloads. 

Threat actors exploit this vulnerability by utilizing sponsored search results, which allows them to send unsuspecting users to infected platforms. The primary goal of this tactic is to use malware-infused search engine results as a means of spreading infection vectors."
,,,"Attackers configure public LLM shared chats to provide malicious terminal commands for common troubleshooting queries, exploiting user trust.","[{""source_name"": ""Miguel Twitter"", ""description"": ""Used in Shamus campaign to distribute malicious instructions.""}]",attack-pattern--fa714a1a-907b-4fc4-ae3a-f7a7e8fb4b19,,,,Social Engineering via LLM Shared Chats,,,attack-pattern,,,,,,"The object contains information about a specific attack pattern labeled as ""Social Engineering via LLM Shared Chats"". This attack pattern involves attackers configuring public Large Language Model (LLM) shared chats to provide malicious terminal commands for common troubleshooting queries, exploiting user trust. The malicious instructions are distributed through this channel.

Specifically, the attackers use this tactic to deceive users who rely on these LLM shared chats for assistance or support. By providing false or misleading information, the attackers can gain access to sensitive system settings or execute unauthorized actions on the compromised systems.

The attack pattern is documented in a source referencing Miguel Twitter, which was used in the Shamus campaign to distribute malicious instructions through the affected LLM shared chats."
,,,"Malware prompts users for their system password via terminal loops and fake macOS dialogs, validates and stores credentials for privilege escalation.","[{""source_name"": ""Miguel Twitter"", ""description"": ""Implemented in Shamus AppleScript payload.""}]",attack-pattern--0a335677-c694-43bf-a78f-5372c9c957f0,,,,Credential Harvesting via Fake Password Prompts,,,attack-pattern,,,,,,"The object contains a Malware attack pattern titled 'Credential Harvesting via Fake Password Prompts'. This type of malware uses terminal loops and fake macOS dialogs to prompt users for their system password, which are then validated and stored for potential privilege escalation. The attack involves mimicking legitimate system interactions to gain access to sensitive information."
,,,Malware installs a LaunchDaemon plist in /Library/LaunchDaemons to achieve root-level persistence and automatic execution after reboot.,"[{""source_name"": ""Miguel Twitter"", ""description"": ""Shamus campaign uses com.finder.helper LaunchDaemon for persistence.""}]",attack-pattern--58650915-9cab-42e8-86a5-b68307251588,,,,Persistence via LaunchDaemon Installation,,,attack-pattern,,,,,,"The object contains information about an attack pattern titled ""Persistence via LaunchDaemon Installation"". This attack pattern involves the installation of a malicious LaunchDaemon plist in /Library/LaunchDaemons to achieve root-level persistence and automatic execution after reboot.

The malware is designed to persist on the system, allowing it to remain active even after a restart. The use of a LaunchDaemon provides a way for the attacker to maintain persistence and execute their malicious payload automatically upon booting up the system.

According to the provided metadata, this attack pattern was mentioned by Miguel in a Twitter post as part of the Shamus campaign, which utilizes the com.finder.helper LaunchDaemon for persistence."
,,,"Malware replaces legitimate cryptocurrency wallet applications (e.g., Ledger Live, Trezor Suite) with trojanized versions to intercept transactions and maintain long-term access.","[{""source_name"": ""Miguel Twitter"", ""description"": ""Observed in Shamus campaign targeting Ledger Live and Trezor Suite.""}]",attack-pattern--bcb9eccc-f9bf-4d1f-ae88-3bb661b9989d,,,,Application Trojanization,,,attack-pattern,,,,,,"The object contains a description of an attack pattern, specifically the Application Trojanization threat. This threat involves malware replacing legitimate cryptocurrency wallet applications with trojanized versions to intercept transactions and maintain long-term access. The malicious actors target popular wallet applications such as Ledger Live and Trezor Suite, allowing them to intercept transactions and potentially steal sensitive information."
,,,Stolen data is archived and exfiltrated to attacker-controlled C2 servers using HTTP POST requests with custom headers.,"[{""source_name"": ""Miguel Twitter"", ""description"": ""Shamus campaign exfiltrates to http://45.94.47.205/contact.""}]",attack-pattern--7a78ef53-1b31-484b-a7a7-eb3a684d2c50,,,,Data Exfiltration via HTTP POST,,,attack-pattern,,,,,,"The object contains information about a specific attack pattern identified by the name ""Data Exfiltration via HTTP POST"". This attack pattern involves the exfiltration of stolen data to attacker-controlled C2 servers through HTTP POST requests using custom headers.

According to the available details, this attack pattern is not associated with any aliases and does not have a known creator. However, it has been referenced in an external source by Miguel Twitter, which describes how the Shamus campaign uses this tactic to exfiltrate data to a specific server at the address http://45.94.47.205/contact.

The attack pattern's description highlights its use of HTTP POST requests with custom headers to archive and exfiltrate stolen data. This method is used by attackers to transfer sensitive information to their controlled servers without being detected.

There are no available labels, kill chain phases, or modified dates associated with this attack pattern. However, it is classified as an ""attack-pattern"" entity."
,,,Malware performs environment checks for virtualization or sandbox indicators and exits if detected to evade analysis.,"[{""source_name"": ""Miguel Twitter"", ""description"": ""Shamus AppleScript checks for QEMU, VMware, KVM, and specific hardware strings.""}]",attack-pattern--4a7b44b0-1e78-4fe6-ba13-43c05e203e6b,,,,VM/Sandbox Detection,,,attack-pattern,,,,,,"The object contains a detailed description of an attack pattern, specifically related to malware that performs environment checks for virtualization or sandbox indicators. The malware exits if detected to evade analysis.

This attack pattern is categorized under 'VM/Sandbox Detection' and appears to be designed to detect and evade detection by virtualization or sandbox environments. It uses specific checks for QEMU, VMware, KVM, and hardware strings in AppleScript.

The attack pattern's behavior involves performing environment checks that can indicate the presence of virtualization or sandbox software. If these indicators are detected, the malware exits to avoid further analysis. This technique is used to evade detection by security tools and researchers.

The attack pattern's metadata, including its ID, labels, and other attributes, is not available due to missing information in the provided data."
,,,"Malware targets browser profiles (Chromium, Firefox) and desktop cryptocurrency wallet directories to steal cookies, credentials, extension data, and wallet files.","[{""source_name"": ""Miguel Twitter"", ""description"": ""Shamus campaign targets Chrome, Brave, Edge, Opera, Firefox, Electrum, Exodus, Ledger Live, Trezor Suite, and more.""}]",attack-pattern--3f472659-cb6c-4cb9-b545-f57cdc2c1e2e,,,,Browser and Wallet Data Theft,,,attack-pattern,,,,,,"The object contains information about an attack pattern named ""Browser and Wallet Data Theft"". This attack pattern specifically targets browser profiles (such as Chromium and Firefox) and desktop cryptocurrency wallet directories to steal sensitive data.

The stolen data includes cookies, credentials, extension data, and wallet files. The attack pattern is mentioned in a tweet by Miguel Twitter and is part of the Shamus campaign, which targets multiple browsers and cryptocurrency wallets.

The attack pattern is categorized under the MITRE ATT&CK framework and falls under the labels ""attack-pattern"". However, specific details such as kill chain phases, labels, modified timestamps, and more are missing from this data."
,,,Malware hides its activity by detaching from the terminal and killing the Terminal process to avoid user detection.,"[{""source_name"": ""Miguel Twitter"", ""description"": ""Shamus AppleScript uses 'disown; pkill Terminal'.""}]",attack-pattern--5999c6b2-e3e3-44e5-b75a-a702fd890718,,,,Terminal Hiding and Process Detachment,,,attack-pattern,,,,,,"The object contains information about a specific type of attack pattern known as ""Terminal Hiding and Process Detachment"". This attack pattern involves malware that hides its activity by detaching from the terminal and killing the Terminal process to avoid user detection.

The malware uses a combination of system commands to achieve this, including ""disown"" and ""pkill"", which are used to detach from the terminal and kill the process respectively. The exact method used by the malware is attributed to an individual known as Shamus AppleScript, who mentions that these commands can be used to hide the activity.

The attack pattern is characterized by its ability to evade detection by hiding its presence in the system. This makes it a significant threat to users and organizations, as it allows malicious actors to remain undetected and continue their malicious activities without being detected.

Overall, the ""Terminal Hiding and Process Detachment"" attack pattern highlights the importance of monitoring system activity and taking proactive measures to detect and prevent such attacks."
,,,Automated login attempts using common username and password combinations to probe VPN authentication endpoints for weak or exposed credentials. Includes scripted password spraying and credential stuffing techniques.,,attack-pattern--e112bc61-5c72-4253-bcfc-76426889ad8e,,,,Automated Credential-Based Authentication Attack,,,attack-pattern,"Monitor for high volumes of failed authentication attempts, uniform user agent strings, and centralized IP address sources.",T1110,,"[""Windows"", ""Linux""]",,"The object contains information about an attack pattern identified as 'Automated Credential-Based Authentication Attack'. This attack involves using common username and password combinations to probe VPN authentication endpoints for weak or exposed credentials. The attackers employ scripted password spraying and credential stuffing techniques.

The attack pattern is categorized under the MITRE ATT&CK framework, with a specific ID of T1110. It is applicable on Windows and Linux platforms."
,2026-01-14T21:51:22.337634Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator spyware implements a sophisticated error code taxonomy (301-311) that allows operators to diagnose exactly why an implant deployment failed. When an anti-analysis check is triggered, the implant does not simply terminate; it reports a specific error code to the command-and-control infrastructure, then cleans up and exits. This enables operators to distinguish between failures caused by security tools, developer mode, jailbreak detection, geographic restrictions, or multiple instance detection, among others. The system is designed to provide precise feedback, transforming failed deployments into actionable diagnostic events. The non-sequential numbering and missing codes suggest extensibility and shared taxonomy across Intellexa products, allowing for variant-specific or deprecated checks.",,attack-pattern--eba1fcee-766b-9d9e-a8d4-c4ffe0038074,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.337634Z,Error Code Taxonomy for Granular Anti-Analysis Reporting,,2.1,attack-pattern,,,,,,"The object contains information about a type of attack pattern known as the ""Error Code Taxonomy for Granular Anti-Analysis Reporting."" This attack pattern is characterized by the use of sophisticated error code taxonomy implemented in Predator spyware.

The taxonomy allows operators to diagnose exactly why an implant deployment failed, providing precise feedback and transforming failed deployments into actionable diagnostic events. The system enables operators to distinguish between failures caused by various factors such as security tools, developer mode, jailbreak detection, geographic restrictions, or multiple instance detection.

The error code taxonomy is non-sequential and has missing codes, which suggests extensibility and shared taxonomy across Intellexa products. This allows for variant-specific or deprecated checks, indicating a high degree of flexibility in the system's design.

Overall, the Error Code Taxonomy for Granular Anti-Analysis Reporting attack pattern appears to be designed to provide detailed diagnostic information and enable operators to take targeted actions to mitigate potential security threats."
,2026-01-14T21:51:22.337755Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator uses the getCountNames() function to enumerate all running processes on the device using sysctl and proc_pidpath APIs. It specifically counts how many processes are running from the staging directory (/private/var/tmp/). If two or more instances are detected, the implant reports error code 311 and aborts. This technique is designed to prevent researchers from running multiple analysis instances simultaneously, thereby limiting the ability to perform parallel reverse engineering or sandboxing. By monitoring its own presence, Predator ensures only a single instance operates, reducing the risk of detection and analysis.",,attack-pattern--c5f9e2de-b8ab-12e5-b9bb-37da48270c32,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.337755Z,Multiple Instance Detection via Process Enumeration,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern known as ""Multiple Instance Detection via Process Enumeration"". This attack pattern is used by a Predator implant to detect and prevent multiple instances of analysis from running simultaneously. 

The Predator uses the getCountNames() function to count all running processes on the device, specifically focusing on those initiated from the staging directory (/private/var/tmp/). If two or more instances are detected, it reports an error code 311 and aborts the process.

This technique is designed to limit parallel reverse engineering and sandboxing. By monitoring its own presence, the Predator ensures that only a single instance operates, thereby reducing the risk of detection and analysis."
,2026-01-14T21:51:22.337840Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"The implant includes a targeted check for iOS Developer Mode, which is commonly enabled by security researchers and developers. The is_developer() function calls sysctlbyname(""security.mac.amfi.developer_mode_status"") to determine if Developer Mode is active. If detected, Predator aborts execution and reports the event to its operators. This approach allows the spyware to avoid environments likely to be used for analysis or research, reducing the risk of exposure and reverse engineering. By specifically targeting a feature introduced for research purposes, Predator demonstrates an awareness of its threat landscape and adapts its deployment accordingly.",,attack-pattern--d8cb0e0c-6a49-c105-e449-5cd22480c4c8,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.337840Z,Developer Mode Detection Using sysctlbyname,,2.1,attack-pattern,,,,,,"The object contains information about a malicious attack pattern called ""Developer Mode Detection Using sysctlbyname"". This attack pattern is related to a spyware tool known as Predator.

The Predator spyware includes a targeted check for iOS Developer Mode, which is commonly enabled by security researchers and developers. The spyware uses the `is_developer()` function to call `sysctlbyname(""security.mac.amfi.developer_mode_status"")` to determine if Developer Mode is active.

If Developer Mode is detected, the Predator spyware aborts execution and reports the event to its operators. This approach allows the spyware to avoid environments likely to be used for analysis or research, reducing the risk of exposure and reverse engineering.

The use of this feature demonstrates an awareness of its threat landscape and adaptability in its deployment. By targeting a feature introduced for research purposes, Predator shows an understanding of how to evade detection while still being effective.

In summary, the Developer Mode Detection Using sysctlbyname attack pattern is a malicious tool that uses iOS Developer Mode checks as part of its spyware capabilities, making it more difficult to detect and analyze."
,2026-01-14T21:51:22.338004Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator employs the is_not_phone() function to detect jailbroken devices by checking for the existence of specific files and directories associated with jailbreak tools and package managers. It uses the access() syscall to look for paths such as /bin/bash, /private/var/tmp/cydia.log, /Applications/Cydia.app, /private/var/lib/apt/, /private/var/lib/cydia, /etc/apt, and /private/var/stash. Additionally, it checks if /bin/ contains more than two entries, which is atypical for stock iOS. If any indicators are found, Predator reports the detection and aborts. This method helps the spyware avoid environments where its behavior could be more easily analyzed or modified.","[{""source_name"": ""mitre-attack"", ""url"": ""https://attack.mitre.org/techniques/T1516/"", ""external_id"": ""T1516""}]",attack-pattern--e71c4a48-98a2-c09c-695f-ec38f4af7d92,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.338004Z,Jailbreak Detection via File and Directory Checks,,2.1,attack-pattern,,,,,,"The object contains information about a malware attack pattern known as ""Jailbreak Detection via File and Directory Checks"". 

This attack pattern employs the is_not_phone() function to detect jailbroken devices by checking for specific files and directories associated with jailbreak tools and package managers. The Predator spyware uses this method to detect jailbroken devices, which helps it avoid environments where its behavior could be more easily analyzed or modified.

The detection process involves several checks:

- It looks for paths such as /bin/bash, /private/var/tmp/cydia.log, /Applications/Cydia.app, and others associated with jailbreak tools.
- It checks if /bin/ contains more than two entries, which is atypical for stock iOS.
- If any of these indicators are found, the Predator spyware reports the detection and aborts.

This attack pattern has been identified as T1516 in the MITRE ATT&CK framework."
,2026-01-14T21:51:22.338100Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator incorporates a geographic restriction mechanism that checks the device's locale settings to avoid executing on devices located in the United States or Israel. If the locale matches either of these jurisdictions, the implant reports error code 309 and refuses to execute. This technique is likely implemented to avoid legal or political repercussions and to reduce the risk of exposure in regions with advanced cybersecurity capabilities. By restricting its operational footprint, Predator minimizes the likelihood of detection by well-resourced organizations and researchers.",,attack-pattern--f28a0e61-b87c-3e5c-0d1d-45064d9ba331,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""initial-access""}]",,2026-01-14T21:51:22.338100Z,Geographic Restriction Based on Locale Settings,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern referred to as ""Geographic Restriction Based on Locale Settings"". This attack pattern involves a technique used by the Predator threat actor to avoid executing on devices located in certain regions. 

The technique implemented is based on geographic restrictions, where the device's locale settings are checked against specific jurisdictions, namely the United States and Israel. If the locale matches either of these countries, the implant reports an error code 309 and refuses to execute. This approach is likely taken to minimize detection by organizations and researchers with advanced cybersecurity capabilities in these regions. 

The primary aim behind this restriction mechanism appears to be avoiding legal repercussions and reducing the risk of exposure due to enhanced cybersecurity capabilities in these areas. By limiting its operational footprint, Predator reduces the likelihood of being detected by well-resourced entities."
,2026-01-14T21:51:22.338944Z,identity--d4a47b7a-c415-30f2-52b9-59b8c0f64ab1,"Predator includes an undocumented crash reporter monitoring system designed to detect if crash logs or crash reporting tools are active on the device. This system enables the implant to identify when its own failures or abnormal terminations are being logged, which could provide valuable forensic evidence to researchers or incident responders. Upon detection, Predator can clean up traces and abort execution, thereby minimizing the forensic footprint and complicating post-infection analysis. This anti-forensics capability is a sophisticated addition to the spyware's defense-evasion arsenal.",,attack-pattern--94f70ba6-9de2-de28-0736-1fe4e8b3da21,"[{""kill_chain_name"": ""mitre-attack"", ""phase_name"": ""defense-evasion""}]",,2026-01-14T21:51:22.338944Z,Crash Reporter Monitoring for Anti-Forensics,,2.1,attack-pattern,,,,,,"The object contains information about an attack pattern identified as ""Crash Reporter Monitoring for Anti-Forensics"". This attack pattern is associated with a spyware tool known as Predator.

Predator includes a sophisticated feature that monitors crash logs and reporting tools on the device, allowing it to detect its own failures or abnormal terminations being logged. This system enables the implant to identify potential forensic evidence, such as crash reports, which could be valuable to researchers or incident responders.

Upon detection of active crash logging, Predator can clean up traces and abort execution, thereby minimizing its forensic footprint and complicating post-infection analysis. This anti-forensics capability is a notable addition to the spyware's defense-evasion arsenal.

The attack pattern is linked to the MITRE ATT&CK framework, specifically under the phase of ""defense-evasion""."
